index,NOMBRE_ENTIDAD
3476735,"E.S.P. Aguas de Facatativá, Acueducto, Alcantarillado, Aseo y Servicios Complementarios. E.A.F   S.A.S"
3476736,Puerto Carreño
3476737,Suárez - Cauca
3476739,E.S.P. Domiciliarios de Sesquilé S.A.
3476743,E.S.E. Clinica Girón
3476744,Cepitá
3476746,Instituto Municipal para el Deporte y la Recreación
3476749,Departamento del Caquetá
3476757,Saboyá
3476758,Popayán
3476760,Sociedad de Capital Público Departamental Ltda -  En Liquidación
3476768,Cámara de Comercio de Medellín para Antioquia
3476769,Corporación Autónoma Regional de la Orinoquía
3476772,Empresa de Servicios de Alumbrado Público de Corozal S.A.S - E.S.P
3476773,E.S.P. Confineña de Servicios Públicos S.A.
3476775,Oicatá
3476776,Landázuri
3476777,E.S.E. Centro de Salud de Providencia - Nariño
3476779,Corporación para el Desarrollo y la Productividad de Bogotá Región
3476781,Dirección Territorial de Salud de Caldas
3476783,"Instituto de la Juventud, el Deporte y la Recreación de Bucaramanga"
3476787,Roberto Payán (San José)
3476788,Departamento de Bolívar
3476791,E.S.P. Empresas Públicas de San Rafael S.A.
3476792,Nariño - Antioquia
3476795,E.S.P. de Moniquirá S.A.
3476796,E.S.E. Hospital Isabel la Católica - Cáceres
3476800,Instituto de las Artes y la Cultura - Orocué
3476801,Jambaló
3476802,Chimá - Córdoba
3476804,Tubará
3476805,E.S.E. Hospital Santa Ana - Guática
3476806,E.S.P. Empresas Públicas de Dabeiba S.A.S.
3476807,Skandia Administradora de Fondos de Pensiones y Cesantías S.A
3476811,Instituto Municipal de Deporte y Recreación de Sesquilé IMDER
3476812,Páez (Belalcázar) - Cauca
3476813,E.S.E. Centro de Salud San Sebastian - Nariño
3476814,Junta Municipal de Deportes - Ubalá
3476815,Río de Oro
3476816,Purificación
3476817,A.C.I Agencia de Cooperación e Inversión de Medellín y el Área Metropolitana
3476818,Promotora de Vivienda y Desarrollo del Quindío
3476820,E.S.E. Hospital Nuestra Señora del Carmen - Tabio
3476826,Yondó (Casabe)
3476829,Barranca de Upía
3476833,Fondo Nacional de Fomento Hortifrutícola
3476837,Sipí
3476838,Puerto Nariño
3476839,E.S.P. Empresa Ibaguereña de Acueducto y Alcantarillado S.A.
3476842,E.S.E. Centro de Salud de Guachavés
3476843,E.S.E. Hospital Diógenes Troncoso - Puerto Salgar
3476844,Quinchía
3476849,Cenit Transporte y Logística de Hidrocarburos S.A.S.
3476852,Calamar - Bolívar
3476856,Nemocón
3476857,Instituto Distrital para la Recreación y el Deporte
3476861,Sonsón
3476863,E.S.P. Empresa Regional de Servicio Público de Aseo de Candelaria
3476864,E.S.P. Empresas Públicas de Chámeza S.A.S.
3476865,Aquaterra Empresa de Servicios Públicos
3476866,Departamento de Boyacá
3476868,Belén de Umbría
3476873,Tutasá
3476876,"Instituto Municipal del Deporte, la Recreación y el Turismo de Cajicá"
3476877,E.S.E. Hospital San Marcos - Chinchiná
3476878,Montelíbano
3476879,Bajo Baudó - Pizarro
3476882,Establecimiento Público Ambiental Distrito de Buenaventura
3476883,Santa Sofía
3476884,Empresas Municipales de Chinácota
3476887,Canal Regional de Televisión Teveandina S.A.S.
3476888,E.S.P. Empresa de Servicios Públicos Domiciliarios de Peque S.A.
3476889,E.S.P. Sociedad de Economía Mixta Enercaloto Iluminaciones S.A.S.
3476896,Guayabal de Síquima
3476898,Galán
3476899,U.A.E. de Rehabilitación y Mantenimiento Vial
3476901,San Jerónimo
3476902,E.S.E. Hospital Nazareth - Quinchía
3476903,Puerto López
3476905,E.S.E. Hospital Presbítero Alfonso M. - San Rafael
3476906,Corporación Autónoma Regional para el Desarrollo Sostenible del Chocó
3476909,Chinácota
3476910,Bojayá (Bellavista)
3476913,E.S.E. Hospital San Antonio - Buriticá
3476914,E.S.E. Hospital San Rafael - Itagüí
3476916,E.S.E. Centro de Salud de Ancuyá - Nariño
3476919,Sistema Estratégico de Transporte Público de Ibagué S.A.S
3476922,Cámara de Comercio de Aguachica
3476924,Instituto Municipal del Deporte y la Recreación - Zarzaleño
3476925,E.S.P. Aguas y Aseo de El Peñol
3476926,Instituto de Tránsito y Transporte de Los Patios
3476928,Instituto Municipal de Deporte y Recreación - El Retiro
3476934,Patrimonio Autónomo Fondo Nacional de Turismo
3476936,Entidad Administradora del Recursos del Sistema General de Seguridad Social en Salud - Unidad Gestión General
3476943,Corporación Autónoma Regional de Cundinamarca
3476944,Anorí
3476946,Frigorífico Jongovito S.A.
3476948,Girón
3476950,E.S.E. Hospital San Juan de Dios - Támesis
3476954,Cámara de Comercio del Oriente Antioqueño
3476958,Colegio Mayor de Bolívar
3476960,E.S.E. Hospital Sagrado Corazón de Jesús - Socha
3476962,E.S.E. Hospital Local Ismael Roldán Valencia - Quibdó
3476968,Universidad Internacional del Trópico Americano
3476972,Magangué
3476973,Carmen del Darién
3476980,"Instituto para la Educación Física, la Recreación y el Deporte de Duitama"
3476985,E.S.E. Hospital Nuestra Señora de los Remedios
3476986,Instituto Municipal del Deporte y Recreación de la Estrella
3476987,Empresa de Servicios Públicos de Venadillo
3476988,San Vicente del Caguán
3476991,Instituto Municipal de Cultura y Turismo de Cajicá
3476993,San Sebastián de Mariquita
3476996,Dirección de Tránsito y Transporte - Floridablanca
3476997,E.S.E. Hospital Héctor Abad Gómez - San Juan de Urabá
3477002,E.S.E. Centro de Salud Paz del Río - Fundación
3477003,Carcasí
3477011,Sutamarchán
3477016,E.S.E. Hospital San José - Ortega
3477017,La Montañita
3477019,Universidad de Córdoba
3477021,E.S.E. Hospital Local - Montelíbano
3477023,E.S.E. Centro 1 - Piendamó
3477024,APC Acueducto Piendamó Morales Organización Autorizada
3477030,E.S.P. de Vegachí S.A.
3477031,E.S.P. Empresa de Servicios Públicos Domiciliarios de Dosquebradas
3477032,Cuítiva
3477033,E.S.E. Edmundo Germán Arias Duarte de Puerto Wilches
3477034,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo del Bordo Patía"
3477038,Sopó
3477040,Santo Tomás
3477041,Corporación Autónoma Regional de la Guajira
3477042,La Provincia Administrativa y de Planificación -PAP- de la Paz en el Departamento de Antioquia
3477044,Colón - Putumayo
3477045,San Pedro de Urabá
3477048,Bolívar - Santander
3477051,Piscícola San Silvestre
3477052,Instituto Amazónico de Investigaciones Científicas
3477055,E.S.E. Hospital San Nicolás - Versalles
3477057,E.S.P. Aguas de Bogotá S.A.
3477060,E.S.E. Hospital San Rafael - El Águila
3477064,E.S.E. Hospital San Antonio de Sesquilé
3477065,Lotería de Nariño
3477067,Asociación de Municipios Corporación Agencia para el Desarrollo de los Municipios de la Región de Bosques
3477068,Instituto para el Deporte y la Recreación - Yopal
3477069,Alejandría
3477074,Soatá
3477077,Tárqui
3477080,Corporación Prodesarrollo y Seguridad del Municipio de Girardot
3477084,Instituto para el Deporte y la Recreación de Paz de Ariporo
3477088,Guavatá
3477090,Instituto para el Deporte y la Recreación - Tauramena
3477092,E.S.E. Hospital el Salvador de Ubaté
3477094,Mutatá
3477095,E.S.P. Electrificadora del Caquetá S.A.
3477096,E.S.E. Hospital San Francisco de Asís - San Francisco
3477097,E.S.E. Centro de Salud Manuel Alberto Sandoval - Sotaquirá
3477101,López de Micay
3477104,Instituto de Deporte y Recreación del Meta
3477105,Empresa de Servicios Públicos de Pitalito
3477106,Instituto Municipal para la Recreación y el Deporte de Soacha
3477117,Nueva Licorera de Boyacá - NLB
3477118,Contratación
3477119,E.S.E. Hospital San Juan de Dios - Sonsón
3477121,Instituto Municipal de Vivienda de Interés Social y Reforma Urbana de Copacabana
3477124,Empresas Municipales de Piendamó
3477125,Usiacurí
3477126,Institución Universitaria Bellas Artes y Ciencias de Bolívar
3477130,E.S.E. Centro de Salud Nuestra Señora de La Paz
3477136,Fondo Nacional de Garantías S.A.
3477141,Fusagasugá
3477142,Corporación Autónoma Regional de Boyacá
3477145,"Instituto de Deporte, Recreación Y Actividad Física"
3477147,Fondo Municipal de Vivienda de Interés Social y Reforma Urbana de Sincelejo
3477148,Apía
3477149,Convención
3477150,San José de la Fragua
3477154,E.S.E. Hospital de Santo Tomás
3477155,San José del Palmar
3477163,Moñitos
3477168,Santa Bárbara - Santander
3477172,Empresa Municipal de Servicios Públicos Domiciliarios de Piedecuesta
3477176,Nariño - Nariño
3477179,E.S.E. Centro de Salud Nuestra Señora de la Natividad Jericó - Boyacá
3477184,E.S.E. Hospital San Bartolomé - Capitanejo
3477186,Busbanzá
3477187,Asociación de Municipios del Urabá Antioqueño
3477189,E.S.E. Hospital Marino Zuleta Ramírez - La Paz
3477193,I.P.S. Asociación de Cabildos y/o Autoridades Tradicionales de la Guajira
3477194,E. S. E. Hospital Vera Judith Imitola Villanueva Piojo Atlántico
3477195,E.S.E. Tangua Salud Hermes Andrade Mejía
3477198,E.S.E. Hospital Rubén Cruz Vélez - Tuluá
3477199,E.P.S.I. Asociación del Cabildos Indígenas del Cesar y La Guajira
3477200,San Juan de Río Seco
3477204,Corporación Autónoma Regional del Cauca
3477205,Briceño - Boyacá
3477207,Úmbita
3477208,Corporación Hospital Infantil Concejo de Medellín
3477209,E.S.P. Empresa de Servicios Públicos La Plata Huila
3477211,Instituto Municipal para el Deporte y la Recreación de Ibagué
3477212,Suárez - Tolima
3477216,E.S.E. de Guapí
3477218,E.S.E. Joaquín Emiro Escobar - Herrán
3477225,E.S.E. Hospital Municipal San Francisco de Asís - Elías
3477227,El Guamo -  Bolívar
3477229,Universidad del Quindío
3477233,E.S.P. Empresa de Servicios Públicos Domiciliarios de Ortega
3477237,Chivatá
3477240,E.S.P. Empresa de Energía de Bogotá S.A.
3477245,E.S.P. Empresas de Servicios Públicos - Granada
3477247,Empresa Social del Estado Región de Salud Centro Oriente Almeidas
3477248,E.S.P. Servicios Públicos de Santa Rosa de Viterbo S.A.
3477249,E.S.P. Empresas Públicas del Quindío S.A.
3477250,"E.S.P. Empresa de Servicios Públicos Domiciliarios de Acueducto, Alcantarillado y Aseo - Yondó"
3477252,Administración Pública Cooperativa del Municipio de Encino
3477257,San Martín - Meta
3477261,E.S.E. Centro de Salud San José de Leiva
3477265,Nuevo Colón
3477269,Santa Bárbara (Iscuandé)
3477271,E.S.E Centro de Salud Galapa - Atlántico
3477277,I.P.S. San Sebastián de Suratá
3477281,"Instituto para la Recreación, el Deporte, la Educación Extraescolar y el Aprovechamiento del Tiempo Libre en el Departamento de Casanare"
3477284,Instituto para el Fomento de la Recreación y el Deporte de Sogamoso
3477287,E.S.P. Empresa de Servicios Públicos - Frontino
3477288,Montería
3477290,E.S.E. Clínica de Maternidad Rafael Calvo C.
3477291,Empresas Públicas Municipales de Urrao
3477294,E.S.P. Empresa Pública de Alcantarillado de Santander S.A.
3477295,I.P.S. San José de Florián - Santander
3477299,Empresa de Alumbrado Público - Sabaneta
3477301,E.S.P. Empresas Públicas de Nilo S.A.S.
3477302,Instituto para el Fomento de la Recreación y el Deporte de el Santuario
3477303,E.S.E. Hospital La Inmaculada - Guatapé
3477306,"Instituto Girardotano del Deporte, la Recreación y el Aprovechamiento del Tiempo Libre"
3477308,E.S.P. Empresa de Servicios Públicos de Chaparral
3477309,Monguí
3477310,E.S.E. Hospital San José - El Cocuy
3477311,Chinú
3477314,E.S.P. de Córdoba ESACOR S.A.S
3477315,Puerto Rico - Caquetá
3477317,Piojó
3477320,Viotá
3477324,Lotería del Meta
3477325,E.S.P. Empresa de Energía del Valle de Sibundoy S.A.
3477333,E.S.P. Empresas Públicas de Jericó S.A.
3477335,Piendamó
3477336,E.S.P. Central Hidroeléctrica de Caldas S.A.
3477338,Nechí
3477342,Fábrica de Licores y alcoholes de Antioquia
3477347,E.S.E. Hospital San Sebastián - Piedras
3477350,El Cantón de San Pablo (Managrú)
3477351,"E.S.P. Empresa Puebloriqueña de Acueducto, Alcantarillado y Aseo S.A."
3477352,Empresas Públicas de Pensilvania
3477353,Támesis
3477355,Cámara de Comercio de Montería
3477357,Corporación Autónoma Regional del Centro de Antioquia
3477358,Instituto de Investigaciones en Recursos Biológicos Alexander Von Humboldt
3477361,E.S.E. Ana Silvia Maldonado Jiménez
3477362,E.S.P. Hidroeléctrica Ituango S.A.
3477364,Cáqueza
3477372,E.S.E. Hospital San Juan de Dios - Puerto Carreño
3477374,Consejo Profesional Nacional de Topografía
3477375,E.P.S. Entidad Promotora de Salud Mallamas Indígena
3477376,Cámara de Comercio de Manizales
3477378,Sotaquirá
3477382,Don Matías
3477383,E.S.P. Empresa de Servicios Públicos Domiciliarios de Túquerres
3477384,Topaipí
3477385,E.S.E. Centro de Salud de Tablón de Gómez
3477386,Güicán
3477388,Fondo Nacional del Café
3477389,Junta Municipal de Deportes y Recreación - Guataquí
3477391,Totoró
3477392,Concepción - Antioquia
3477393,E.S.E. Centro de Salud El Peñón
3477397,I.P.S Indígena Outtajiapulee
3477400,E.S.E. Hospital San Julián - Argelia
3477402,"E.S.P. Empresa de Servicios Públicos de Acueducto, Alcantarillado y Aseo S.A. - Bolívar Cauca"
3477403,Saldaña
3477406,Instituto Departamental de Deportes y Recreación de Bolívar
3477413,E.S.E Centro de Salud Jorge González Olmos - Páez
3477423,E.S.E. Hospital San José de Isnos
3477430,E.S.E. Hospital San Agustín - Fonseca
3477431,E.S.E. Hospital Universitario del Valle Evaristo García
3477432,"Instituto para el Deporte, la Educación Física y la Recreación de El Peñol"
3477435,Instituto Deportivo y Recreativo de Fusagasugá
3477436,Andalucía
3477437,Cámara de Comercio de Cali
3477439,Quibdó
3477444,E.S.E. Hospital Psiquiátrico Universitario San Isidro - Cali
3477446,E.S.E. Hospital San Vicente de Paul - Alcalá
3477451,Instituto Distrital para la Protección de la Niñez y de la Juventud
3477453,E.S.E. Centro de Salud Santa Lucía de Cucaita
3477454,E.S.E. Hospital Regional la Merced - Ciudad Bolívar
3477461,E.S.E. Hospital Local Puerto Asís - Puerto Asís
3477462,E.S.E. Hospital Arsenio Repizo Vanegas - San Agustín
3477466,Miraflores - Boyacá
3477467,Caja de Compensación Familiar del Oriente Colombiano
3477468,E.S.E. Universitaria del Atlántico
3477470,E.S.P. Aguas del Páramo de Sonsón S.A.S.
3477475,El Peñón -  Cundinamarca
3477477,E.S.E. Hospital Andrés Girardot - Güicán
3477479,Instituto Departamental de Tránsito y Transporte
3477480,E.S.P. Empresa de Servicios Públicos de Tame
3477483,Morales - Bolívar
3477485,Tuchín
3477494,E.S.E. Hospital San José - Salgar
3477497,Pulí
3477500,Córdoba - Quindío
3477502,E.S.E. Hospital Tomás Uribe Uribe - Tuluá
3477504,Providencia - Nariño
3477508,El Tablón de Gómez
3477509,E.S.E. Hospital José María Hernández - Mocoa
3477511,Centro de Diagnóstico Automotor de Tuluá Ltda.
3477523,E.S.E. Hospital Departamental San Vicente de Paul - Garzón
3477526,E.S.E. Hospital San Joaquín - Nariño
3477530,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior
3477534,Valparaíso - Antioquia
3477536,E.S.E. Hospital Psiquiátrico San Camilo de Bucaramanga
3477538,Buriticá
3477543,E.S.E. Juan Ramón Núñez Palacios - La Argentina
3477545,Empresa Pública de Madrid
3477554,E.S.E. Hospital San José - Mariquita
3477558,E.S.P. Empresas Públicas de Monterrey S.A.
3477562,Casa de la Cultura de Cáchira
3477565,Cámara de Comercio del Putumayo
3477567,Universidad Pedagógica y Tecnológica de Colombia
3477569,Lotería de Boyacá
3477573,Empresa de Servicios Públicos de Duitama
3477575,Empresa Industrial y Comercial de Servicios Turísticos de Nemocón
3477576,Orquesta Filarmónica de Bogotá
3477587,E.S.E. Centro de Salud Nivel I Luis Acosta - La Unión
3477591,E.S.E. Hospital Rafael Paba Manjarrez - San Sebastián
3477592,Fondo de Vivienda de Interés Social - Sabaneta
3477596,Promueve Más S.A.S.
3477606,Tibú
3477608,E.S.P. Empresa de Gas y Energía Eléctrica Siglo XXI - La Primavera
3477615,Charalá
3477616,Falán
3477622,Lotería de Medellín
3477625,Casa de la Cultura Jorge Eliecer Gaitán
3477633,Empresa Municipal de Servicios Públicos de Arauca
3477636,Fertilizantes Colombianos S.A. - En Liquidación
3477640,E.S.E. del Municipio de Magangué
3477641,Empresa Social del Estado Región de Salud Medina
3477643,E.S.E. Centro de Salud San José - Nimaima
3477648,Puerto Inírida
3477655,E.S.E. Hospital Felipe Suárez de Salamina
3477656,Los Córdobas
3477657,Instituto Purificense para la Recreación y el Deporte
3477659,Instituto Municipal de Vivienda de Interés Social de Cajicá
3477661,E.S.P. Generadora y Comercializadora de Energía del Caribe S.A.
3477662,Instituto Municipal de Deporte y Recreación de Socorro
3477663,E.S.P. Iluminación y Desarrollos Tecnológicos S.A.S
3477664,E.S.E. Santiago Apóstol - Imués
3477671,Terminal de Transportes de Ibagué S.A.
3477673,E.S.P. Empresa de Servicios Públicos de Pamplona S.A.
3477676,Puerto Rondón
3477677,Área Metropolitana de Bucaramanga
3477678,E.S.E. Centro de Salud de Sáchica
3477684,Tecnológico de Artes Débora Arango Institución Redefinida
3477685,Bolívar - Valle del Cauca
3477689,E.S.E. Hospital San Vicente Ferrer - Andalucía
3477699,E.S.E. Centro de Salud Fe y Esperanza - Soracá
3477704,E.S.E. Hospital Nuestra Señora del Rosario - Campoalegre
3477706,E.S.E. Centro de Salud Santa Bárbara - Iscuandé
3477707,Mistrató
3477709,E.S.E. Hospital San José - Guachetá
3477714,Cámara de Comercio de la Guajira
3477716,Acueducto y Alcantarillado de Popayán S.A.
3477717,Boyacá
3477723,Santa Rosalía
3477725,E.S.E. Centro de Salud de Viracachá
3477742,San Cristóbal
3477743,Corporación Autónoma Regional de la Frontera Nororiental
3477744,Instituto de Investigaciones Costeras y Marinas José Benito Vives de Andreis
3477752,E.S.P. Empresa de Servicios Públicos de Santa Rosa de Osos S.A.
3477753,Lloró
3477760,Instituto Municipal de Recreación y Deporte de Chía
3477765,El Águila
3477766,E.S.P. Empresa de Servicio Público de Aseo de Yotoco S.A.S.
3477769,E.S.P. de Agua Potable y Saneamiento Básico S.A.S.
3477774,E.S.E. Hospital Integrado San Joaquín
3477777,Corporación Social de Cundinamarca
3477783,PAR Incoder en liquidación - Fiduagraria S.A
3477785,E.S.E. Hospital Iván Restrepo Gómez
3477788,E.S.P. Empresa de Acueducto y Alcantarillado Zipaquirá
3477791,E.S.E. Hospital San Antonio - Timaná
3477797,Acandí
3477808,E.S.E. Hospital Habacuc Calderón - Carmen de Carupa
3477811,E.S.E. Hospital Santa Lucía - Cajamarca
3477812,Empresas Públicas de el Doncello S.A E.S.P
3477820,E.S.E. Clínica Guane -  Floridablanca
3477825,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Choachí"
3477828,Belén de los Andaquíes
3477832,E.S.E. Centro de Salud San Jerónimo - Mongua
3477834,E.S.P. Empresa de Servicios Públicos de Coello
3477838,E.S.E. Hospital Marco Fidel Suárez - Bello
3477839,Instituto Departamental para la Recreación y el Deporte de Cundinamarca
3477841,Patía (El Bordo)
3477846,Metro de Bogotá S.A
3477851,Institución  Universitaria Digital de Antioquia
3477855,Maripí
3477864,Vigía del Fuerte
3477871,Politécnico Colombiano Jaime Isaza Cadavid
3477874,Fondo de Vivienda de Interés Social de Puerto Berrío
3477875,E.S.P. Empresas Públicas de Salgar S.A.
3477877,Empresas Públicas Municipales de Málaga
3477881,Chipatá
3477883,Jerusalén
3477884,Instituto de Deportes y Recreación - Barbosa
3477887,Industrias Cárnicas del Oriente S.A
3477890,Instituto Municipal para la Recreación y el Deporte - Nemocón
3477898,Empresa Vial y Transporte del Municipio de Quinchía
3477903,La Playa de Belén
3477904,Escuela de Capacitación Municipal Floridablanca
3477908,Instituto Municipal para la Recreación y el Deporte de Cota
3477909,Instituto de Tránsito y Transporte de Acacías - Meta
3477913,E.P.S. Asociación Mutual SER Empresa Solidaria de Salud
3477918,E.S.E. Departamental Hospital San Antonio de Villamaría - Caldas
3477920,E.S.P. Empresa de Servicios Públicos de Cunday
3477923,Jesús María
3477925,Lotería de Cundinamarca
3477934,Compañía de Seguros Bolívar S.A.
3477936,Zipacón
3477941,E.S.E. Fabio Jaramillo Londoño
3477946,Área Metropolitana de Cúcuta
3477951,E.S.E. Centro de Salud del Municipio de Labranzagrande - Boyacá
3477956,E.S.P. Empresas Públicas Municipales de Apía
3477957,E.S.E. Centro de Rehabilitación Integral en Salud Mental de Antioquia
3477959,Empresa Intermunicipal de Servicios Públicos Domiciliarios de Acueducto y Alcantarillado S.A. E.S.P.
3477961,Hospital Nuestra Señora de Fatima Empresa Social del Estado.
3477970,Nariño - Cundinamarca
3477975,E.S.P. Empresa de Servicios Públicos Domiciliarios de Belén
3477978,E.S.E. San Cayetano - Guapotá
3477979,E.S.P. Empresa de Acueducto y Alcantarillado de San José del Guaviare
3477982,Biblioteca Pública Piloto de Medellín para la América Latina
3477986,Fundación Gilberto Alzate Avendaño
3477989,Química Integrada S.A.
3478001,Supía
3478004,E.S.P. De Togüí S.A.
3478008,E.S.E. Centro de Salud Héctor Pineda Gallo - Susacón
3478011,"Empresa de Servicios Públicos de Acueducto, Alcantarillado y Aseo Municipal de Curumaní"
3478026,"E.S.P. Empresa de Acueducto, Alcantarillado, Aseo y Servicios Complementarios de Zipacón S.A."
3478036,Segurexpo de Colombia S.A. Aseguradora de Crédito y del Comercio Exterior
3478038,E.S.E Centro de Salud - Betéitiva
3478047,E.S.P. Empresas Públicas de Caicedonia
3478052,Instituto Técnico Agrícola
3478055,Instituto de Desarrollo Económico del Sur
3478061,E.S.P. Servicios Públicos Domiciliarios de Puerto Parra
3478067,Fondo de Valorización del Municipio de Medellín
3478068,E.S.E. Hospital Nuestra Señora de las Mercedes Funza
3478085,Centro de Formación Integral para el Trabajo - Envigado
3478093,Instituto Municipal de Deportes y Recreación del Guamo
3478096,Centro de Diagnóstico Automotor de Caldas Ltda.
3478108,E.S.E. Hospital Nelson Restrepo Martínez - Guayabal
3478110,E.S.E. Hospital San Carlos - Cañasgordas
3478112,Instituto para la Recreación y el Deporte de Vichada
3478113,Túquerres
3478116,Lotería del Tolima
3478123,"Instituto de Financiamiento, Promoción y Desarrollo de Caldas"
3478130,Buenavista - Boyacá
3478131,Corporación Autónoma Regional de Risaralda
3478134,Cómbita
3478136,Junta Municipal de Deportes - Chachagüí
3478144,Hospital Armando Pabón López - Manaure
3478152,Centro de Diagnóstico Automotor de Nariño Ltda.
3478153,E.S.E. Laura Perdomo de García
3478154,Ramiriquí
3478155,E.S.P. Empresa Departamental de Servicios Públicos de Casanare S.A.
3478157,E.S.P. Empresas Públicas de Teruel S.A.
3478168,E.S.P. de la Palmeña S.A.S.
3478172,Corporación Autónoma Regional de Caldas
3478175,E.S.E. Hospital Nuestra Señora de La Candelaria - Guarne
3478181,E.S.E. Centro de Rehabilitación Integral de Boyacá -Tunja
3478188,E.S.P. Hydros Mosquera S. en C.A. -  Liquidaciòn
3478193,E.S.P. Empresa de Servicios Públicos de Aseo - San José de Marinilla
3478195,E.S.E. Hospital Emiro Quintero Cañizales - Ocaña
3478197,E.S.P. Empresas Públicas de Cañasgordas S.A.
3478216,Samaná
3478220,Samacá
3478224,Instituto Municipal de Deporte y Recreación de el Guamo Bolívar
3478226,E.S.E. Hospital Héctor Abad Gómez - Yondó
3478242,"Instituto Departamental de Cultura, Deporte y Turismo del Caquetá"
3478247,E.S.E. Hospital del Sur Gabriel Jaramillo Piedrahíta
3478251,Instituto Municipal de Deporte y Recreación de Cáchira Norte de Santander
3478255,E.S.E. Hospital Regional San Rafael - Yolombó
3478256,Empresa de Servicios Públicos La Gloria
3478259,La Unión - Valle del Cauca
3478260,Empresas Públicas de Medellín
3478262,E.S.P. de Sandoná
3478265,E.S.E. Centro de Salud de Timbío
3478267,E.S.P. Empresa de Servicios Públicos Domiciliarios - Ambalema
3478268,Ciudad Bolívar
3478270,Lotería de Cúcuta
3478271,E.S.E. Hospital Agustín Codazzi
3478273,Instituto Cejeño de la Recreación y el Deporte - La Ceja del Tambo
3478276,Instituto de Vivienda de Interés Social y Reforma Urbana - Paipa
3478278,E.S.E. Hospital San Vicente - Ramiriquí
3478281,Empresas Públicas Municipales de Garzón
3478284,E.S.E. Hospital Departamental Juan Domínguez Romero de Soledad - En Liquidación.
3478285,Ciénaga de Oro
3478287,E.S.E. Hospital la Misericordia - Angelópolis
3478291,E.S.P. Empresas Públicas Municipales de Betania S.A.
3478301,Corporación para el Desarrollo Sostenible de Urabá
3478303,Instituto Municipal de Deporte y Recreación - Restrepo Valle
3478312,Córdoba - Nariño
3478318,"Empresa Industrial, Comercial, Frigorífico y Plaza de Ferias de Zipaquirá"
3478319,El Playón
3478326,Instituto Municipal del Deporte y Recreaciòn de San Onofre
3478327,E.S.P. Empresas Públicas de Amagá S.A.
3478333,E.S.P. Servicios Públicos de Santana - Boyacá
3478339,Zapayán
3478341,Asociación de Corporaciones Autónomas Regionales y de Desarrollo Sostenible
3478342,E.S.P. de Cucunubá S.A.S.
3478349,Caja de Compensación Familiar
3478355,E.S.E. Hospital San Rafael de Concepción
3478359,Universidad Pedagógica Nacional
3478360,"Instituto Municipal de Deporte, Recreación y Educación Física - Trujillo"
3478367,E.S.E. Occidente - Timbiquí
3478368,E.S.P. de Tocancipá S.A.
3478371,E.S.E. Hospital San Rafael - Facatativá
3478374,Sácama
3478376,Instituto de Tránsito y Transporte de Pitalito
3478378,E.S.E. Hospital San José - Belén de Umbría
3478384,Institución Universitaria de Envigado
3478389,Instituto Cajamarcuno para el Deporte y la Recreación
3478401,Empresa de Renovación Urbana de Manizales
3478415,Cámara de Comercio Aburrá Sur
3478416,E.S.E. Centro Dermatológico Federico Lleras Acosta
3478420,E.S.E. Hospital Regional de Chiquinquirá
3478424,E.S.E Hospital Local del Bolívar - Santander
3478425,Cámara de Comercio de Sincelejo
3478426,Cácota
3478427,Cámara de Comercio de Barranquilla
3478429,E.S.E. Hospital General de Medellín
3478434,Fondo Mixto de Cultura de Boyacá
3478436,Consejo Profesional de Ingeniería Química de Colombia
3478440,E.S.P. Empresas Públicas de Cundinamarca S.A.
3478453,Ocaña
3478456,Fondo de Estabilización de Precios del Cacao
3478468,Universidad de Nariño
3478481,PAR Patrimonio Autónomo de Remanentes de Telecomunicaciones
3478504,E.S.E. Hospital la María - Medellín
3478506,E.S.E. Hospital Gabriel Peláez M. - Jardín
3478512,E.S.E. Hospital del Municipio de Manatí
3478514,E.S.E. Centro de Salud las Mercedes de Caldas  - Boyacá
3478521,El Tambo - Nariño
3478522,Administradora del Monopolio Rentístico de los Juegos de Suerte y Azar.
3478524,E.S.P. Servicios Públicos de San José de la Fragua S.A.
3478525,E.S.E. Hospital Local de Sabanas de San Ángel
3478528,E.S.P. Empresas Municipales de Tuluá
3478532,Tribunal de Ética Médica del Atlántico
3478538,"Cámara de Comercio de la Dorada, Puerto Boyacá, Puerto salgar y Oriente de Caldas"
3478544,E.S.P. Empresa de Servicios Públicos del Municipio Villa de San Diego de Ubaté S.A.
3478550,Instituto de Tránsito y Transporte Municipal de Riohacha
3478557,La Victoria - Boyacá
3478562,Empresa de Servicios Públicos Domiciliarios de Melgar
3478563,Instituto Municipal de Recreación y Deportes de Villa del Rosario
3478573,Sotará (Paispamba)
3478574,"Fondo para la Rehabilitación, Inversión Social y Lucha contra el Crimen Organizado"
3478576,E.S.P. Empresas Públicas de Jardín S.A.
3478579,E.S.E. Hospital Local Talaigua Nuevo - Bolívar
3478587,E.S.E. Hospital Departamental San José - Marulanda
3478590,E.S.P. Empresa de Servicios Públicos de Villanueva S.A.
3478592,Murindó
3478602,Covarachía
3478611,E.S.P. Aguas del Puerto S.A. - Puerto Berrío
3478618,Empresas Públicas Municipales La Celia
3478620,E.S.P. Empresa de Servicios Públicos de Lérida
3478629,E.S.E. Hospital Raúl Orejuela Bueno
